clean_text,Sentiment,label
This BBI dont understand Its just like Orange and Banana Anything that goes political it does not work The mess of devolution is still evident The common mwananchi is suffering and politicians chriss chross in kenya talking about BBI,Positive,1
we fans are suffering You are paying the price of in decisiveness duringvtranfer market your team is juvenile lacks experience and tactics,Positive,1
Good news The suffering depositors of IBL should now be compensated,Positive,1
I am not even feeling pity on this family The fact that she is mentioning Carspassportsthats not suffering in Kenya,Positive,1
I accidentally swallowed betadine Mwili yangu haijui kutapika on command Ayam suffering,Positive,1
Ayam suffering ZERO SUCCESS rate bana even deleted that shit loudlycryingfaceloudlycryingface,Negative,0
Its sad to see your kid suffering but remember the way you used to smile in court kimadharau zile za they cant take me anywhere 9 SUVs in your compound while Kenyans out here were suffering sleeping hungry while your family was swimming in money,Negative,0
I would really like to sympathise with you but when remember how Kenyans are suffering because of people like you have no sympathy just drop the child to Germany high commission,Positive,1
Phyllis Ngirita is in pain her claims are genuine They were many in NYS list but only the Ngiritas suffering That leaves several questions unanswered Who cleared the others Judiciary is mess Other suspects are being dignified and glorified,Negative,0
Actualy help the brother with some gloves Thats where he is suffering more,Positive,1
Apo sawa and by doing so go visit your children who are employed in sgr the are suffering the project is personal not national one,Positive,1
Ordinary Kenyans are suffering The Employment court in Nairobi is only hearing 2016 matters and older,Positive,1
We should take pride in ourselves but when it becomes tool to separate us from others amp promote sense of superior then we end up suffering,Positive,1
Haha clearly have not been suffering solo,Positive,1
I learnt that people from central do really suffer lot from grief We are afraid of death and in turn when we lose someone close to us we end up suffering severely We even never talk about it which does not help in the healing process We tend to ran away from the situation,Positive,1
Honestly Kikuyu people are the most people suffering business today under administration of “HE Uhuru Kenyatta” Kenyans should not concentrate Atwoli’s tune due to Age wise,Positive,1
Ayam suffering,Positive,1
 the feeling of importance that has been denied them in the harsh world of reality There are more patients suffering from mental diseases of one kind or the other in Kenya than from all other diseases combined What is the cause of insanity thinkingface,Positive,1
Sexual violence as form of torture has severe mental or physical pain or suffering This is used to obtain information confession of punishment from the victim or third person,Negative,0
Loud in our laughter Silent in our suffering,Positive,1
There are 3 people would like to text cause miss them but rn they hate me And feel bad So I’m being pussy and suffering in silence,Positive,1
will give details of his suffering,Positive,1
You Will Give Details of his Suffering,Positive,1
A terrible day today  colleagues Wissan Hassin and Adel Al Halabi from Oxfam and Ibrahim Saddo from Syria Relief killed more senseless loss of lives and family suffering Humanitarian Workers,Negative,0
I have been wondering how carrefour has supposedly been having Discounted pricing of items knew someone somewhere must have been suffering Finally understand its the suppliers Carrefour faces CAK wrath over unfair supplier deals  Business Daily,Positive,1
What is disturbing me is why is the government allowing them into Kenya if it were Kenyan suffering from the same even KQ wouldnt be flying through Chinas air space,Positive,1
We only hope for better results Its becoming unbearable out here as fans we are suffering humiliation and insults from all directionsoncomingfistoncomingfistoncomingfistoncomingfist,Positive,1
we guys in Kiambu are suffering how can neighbours meter which is in arrears make you who uses token to be disconnected and they carry your drop cable without word Kindly help,Positive,1
The problem is ourself We can point fingers on the pple we elect to lead but then the big question is who is good Even those that are suffering now when given or get that opportunity to change what is eating them now become even worse,Positive,1
 we hope the government has heard the suffering and cry of our students in China Let them act accordingly thinkingfacethinkingfacethinkingface,Positive,1
We had the pleasure amp honour of partaking in beautiful gesture by young lady who shaved her hair in solidarity for kids suffering from cancer We learned “you are not your hair” amp we celebrate an honest view of thank you,Positive,1
Hustlers are the ones suffering,Positive,1
received an sms that ticket C31757166 has been resolved am now able to connect and download at 4G Super speed of 846 Mbps Wow Back to the bitter option suffering con sent you dm last night butvseems yiu only act on Public domain complaints,Positive,1
